TRADENAME,ADDRESS,LICENCETYPES,COMDISTNM,JOBSTATUSDESC,JOBCREATED,longitude,latitude,location,Count,, 
CHATKHARA,#3 12 CASTLERIDGE DR NE,FOOD SERVICE - PREMISES (SEATING),CASTLERIDGE,RENEWAL INVOICED,08/31/2010 12:00:00 AM,-113.950003588797,51.1073952697145,"(51.1073952697145, -113.950003588797)",1,,
MANIE'S PIZZARIA AND GREEK CUISINE,#101 819 17 AV SW,FOOD SERVICE - PREMISES (SEATING),MOUNT ROYAL LOWER,RENEWAL INVOICED,08/02/2016 12:00:00 AM,-114.080545999576,51.0375823989928,"(51.0375823989928, -114.080545999576)",1,,
YUM YUM VIETNAMESE RESTAURANT,#A 422 MERIDIAN RD NE,FOOD SERVICE - PREMISES (SEATING),MERIDIAN,RENEWAL INVOICED,07/14/2015 12:00:00 AM,-114.000231617234,51.0548228911936,"(51.0548228911936, -114.000231617234)",1,,
TIM HORTONS,10125 19 ST NE,FOOD SERVICE - PREMISES (SEATING),STONEY 2,RENEWAL LICENSED,10/30/2015 12:00:00 AM,-114.014035371429,51.143663141678,"(51.143663141678, -114.014035371429)",1,,
NOTRE DAME FOOD SERVICE,3615 RADCLIFFE DR SE,FOOD SERVICE - PREMISES (SEATING),ALBERT PARK/RADISSON HEIGHTS,RENEWAL LICENSED,08/01/2013 12:00:00 AM,-113.98317285861,51.0472598674254,"(51.0472598674254, -113.98317285861)",1,,
BROTHER'S PIZZA & DONAIR,3967 17 AV SW,FOOD SERVICE - PREMISES (SEATING),GLENDALE,PENDING RENEWAL,10/01/2012 12:00:00 AM,-114.143877374561,51.0371095270314,"(51.0371095270314, -114.143877374561)",1,,
COCO BROOKS,#M 2020 32 AV NE,FOOD SERVICE - PREMISES (SEATING),NORTH AIRWAYS,RENEWAL LICENSED,01/19/2010 12:00:00 AM,-114.00974671072,51.0823095001918,"(51.0823095001918, -114.00974671072)",1,,
CLIFTON MANOR,4726 8 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST HEIGHTS,RENEWAL LICENSED,06/23/2011 12:00:00 AM,-113.967459804962,51.0458309234274,"(51.0458309234274, -113.967459804962)",1,,
NAMI SUSHI & GRILL,1604 14 ST SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,08/05/2014 12:00:00 AM,-114.09440146442,51.0382611890707,"(51.0382611890707, -114.09440146442)",1,,
SAVE ON FOODS STORE #6632 SETON,#130 19489 SETON CR SE,FOOD SERVICE - PREMISES (SEATING),SETON,RENEWAL LICENSED,07/25/2013 12:00:00 AM,-113.959289176197,50.8813247564449,"(50.8813247564449, -113.959289176197)",1,,
INDONESIAN KITCHEN,3917C 17 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST LAWN,PENDING RENEWAL,07/20/2011 12:00:00 AM,-113.977547950652,51.0374597108529,"(51.0374597108529, -113.977547950652)",1,,
ARIRANG ORIENTAL FOODS,#30 1324 10 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,PENDING RENEWAL,08/25/2009 12:00:00 AM,-114.092511458007,51.04452610711,"(51.04452610711, -114.092511458007)",1,,
CALGARY CO-OP FOOD STORE #26,#700 100 AUBURN MEADOWS DR SE,FOOD SERVICE - PREMISES (SEATING),AUBURN BAY,PENDING RENEWAL,09/21/2016 12:00:00 AM,-113.944297525702,50.8955145649768,"(50.8955145649768, -113.944297525702)",1,,
PUNJABI SWEET HOUSE & RESTAURANT,#113 216 SADDLETOWNE CI NE,FOOD SERVICE - PREMISES (SEATING),SADDLE RIDGE,RENEWAL INVOICED,04/03/2007 12:00:00 AM,-113.947853286735,51.124555834965,"(51.124555834965, -113.947853286735)",1,,
SENIORS RESIDENCE AT THE COLONEL BELCHER (THE),1945 VETERAN'S WY NW,FOOD SERVICE - PREMISES (SEATING),PARKDALE,PENDING RENEWAL,07/15/2004 12:00:00 AM,-114.14474437635,51.0625689091292,"(51.0625689091292, -114.14474437635)",1,,
CHOPPED LEAF (THE),#226 4916 130 AV SE,FOOD SERVICE - PREMISES (SEATING),EAST SHEPARD INDUSTRIAL,PENDING RENEWAL,10/26/2016 12:00:00 AM,-113.962633393035,50.9329012248281,"(50.9329012248281, -113.962633393035)",1,,
SHAWARMA KNIGHT,1512 14 ST SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL INVOICED,08/14/2007 12:00:00 AM,-114.094445967222,51.038899157124,"(51.038899157124, -114.094445967222)",1,,
ROYAL CANADIAN LEGION #284,606 38 AV NE,FOOD SERVICE - PREMISES (SEATING),GREENVIEW INDUSTRIAL PARK,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.049782295591,51.0873729592467,"(51.0873729592467, -114.049782295591)",1,,
WOK WITH CHAN RESTAURANT,#2E 8330 MACLEOD TR SE,FOOD SERVICE - PREMISES (SEATING),ACADIA,RENEWAL INVOICED,07/13/2007 12:00:00 AM,-114.069687928413,50.9786841621204,"(50.9786841621204, -114.069687928413)",1,,
APPLEBEE'S  NEIGHBOURHOOD GRILL & BAR,#707 388 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES (SEATING),COUNTRY HILLS VILLAGE,RENEWAL LICENSED,09/14/2004 12:00:00 AM,-114.066835323596,51.1541415259579,"(51.1541415259579, -114.066835323596)",1,,
OLIVER'S BISTRO AT LEGACY,3000 MILLRISE PT SW,FOOD SERVICE - PREMISES (SEATING),MILLRISE,RENEWAL INVOICED,08/22/2016 12:00:00 AM,-114.073384646042,50.9204363524592,"(50.9204363524592, -114.073384646042)",1,,
MOONLIGHT PUB,275 FALSHIRE DR NE,FOOD SERVICE - PREMISES (SEATING),FALCONRIDGE,RENEWAL INVOICED,06/13/2013 12:00:00 AM,-113.940111893556,51.1064159610384,"(51.1064159610384, -113.940111893556)",1,,
SUBWAY SANDWICHES,902 5 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL INVOICED,09/19/2012 12:00:00 AM,-114.081509793703,51.0491953473029,"(51.0491953473029, -114.081509793703)",1,,
CHEESECAKE CAFE (THE),7600 MACLEOD TR SE,FOOD SERVICE - PREMISES (SEATING),FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,12/27/2013 12:00:00 AM,-114.069863659972,50.9857390231341,"(50.9857390231341, -114.069863659972)",1,,
BURGER KING WHOPPER BAR,2000 AIRPORT RD NE,FOOD SERVICE - PREMISES (SEATING),CALGARY INTERNATIONAL AIRPORT,PENDING RENEWAL,09/12/2006 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
DON DAY,#101 909 7 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,10/09/2015 12:00:00 AM,-114.082207178074,51.0467591769652,"(51.0467591769652, -114.082207178074)",1,,
CARL'S JR.,2791 32 AV NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,PENDING RENEWAL,10/04/2016 12:00:00 AM,-113.995177059226,51.0809481142508,"(51.0809481142508, -113.995177059226)",1,,
STAMPEDE CORRAL,1410 OLYMPIC WY SE,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.053020969906,51.0386829107641,"(51.0386829107641, -114.053020969906)",1,,
KING OF SHAWARMA,1132 13 ST SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,PENDING RENEWAL,08/16/2012 12:00:00 AM,-114.093311390139,51.0425555010704,"(51.0425555010704, -114.093311390139)",1,,
OPA! SOUVLAKI OF GREECE,#1 4575 25 ST SE,FOOD SERVICE - PREMISES (SEATING),VALLEYFIELD,EXPIRED,06/24/2010 12:00:00 AM,-113.999925896644,51.0135337142006,"(51.0135337142006, -113.999925896644)",1,,
SECOND CUP (THE),#154 255 5 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL INVOICED,08/12/2002 12:00:00 AM,-114.066994075952,51.0482049153696,"(51.0482049153696, -114.066994075952)",1,,
DOG AND DUCK PUBLIC HOUSE & RESTAURANT,5340 2 ST SW,FOOD SERVICE - PREMISES (SEATING),MANCHESTER,RENEWAL LICENSED,12/14/2006 12:00:00 AM,-114.068234238569,51.0057691087588,"(51.0057691087588, -114.068234238569)",1,,
BUSY BEE FOOD FAIR #22,705 5 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL INVOICED,07/13/2010 12:00:00 AM,-114.076527404468,51.0485068005177,"(51.0485068005177, -114.076527404468)",1,,
WINE BAR KENSINGTON,#50 1131 KENSINGTON RD NW,FOOD SERVICE - PREMISES (SEATING),HILLHURST,PENDING RENEWAL,08/11/2008 12:00:00 AM,-114.087808309883,51.0522917094159,"(51.0522917094159, -114.087808309883)",1,,
EXTREME PITA,68 HERITAGE GA SE,FOOD SERVICE - PREMISES (SEATING),EAST FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,06/22/2007 12:00:00 AM,-114.043841356074,50.9887275353826,"(50.9887275353826, -114.043841356074)",1,,
CHI LAN VIETNAMESE RESTAURANT,#31 4307 130 AV SE,FOOD SERVICE - PREMISES (SEATING),MCKENZIE TOWNE,PENDING RENEWAL,06/13/2002 12:00:00 AM,-113.971691095359,50.9302610164999,"(50.9302610164999, -113.971691095359)",1,,
COSTA VIDA,#640 9737 MACLEOD TR SW,FOOD SERVICE - PREMISES (SEATING),HAYSBORO,PENDING RENEWAL,09/27/2013 12:00:00 AM,-114.073633568238,50.9666543660517,"(50.9666543660517, -114.073633568238)",1,,
MONA'S PIZZA AND PASTA,1107 48 AV NW,FOOD SERVICE - PREMISES (SEATING),NORTH HAVEN,LICENSED,01/27/2017 12:00:00 AM,-114.087125856144,51.0984106771809,"(51.0984106771809, -114.087125856144)",1,,
A & W RESTAURANT,80 GLENDEER CI SE,FOOD SERVICE - PREMISES (SEATING),GLENDEER BUSINESS PARK,RENEWAL LICENSED,05/27/2010 12:00:00 AM,-114.027519574253,50.987811394357,"(50.987811394357, -114.027519574253)",1,,
BUFFET YANGTZE,#4190 901 64 AV NE,FOOD SERVICE - PREMISES (SEATING),DEERFOOT BUSINESS CENTRE,PENDING RENEWAL,10/27/2014 12:00:00 AM,-114.040056830366,51.1089894331782,"(51.1089894331782, -114.040056830366)",1,,
REAL CANADIAN SUPERSTORE #1539,#100 20 HERITAGE MEADOWS WY SE,FOOD SERVICE - PREMISES (SEATING),EAST FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,02/28/2007 12:00:00 AM,-114.041910465198,50.9864462352414,"(50.9864462352414, -114.041910465198)",1,,
CHUCK E CHEESE'S,2612 32 ST NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,RENEWAL LICENSED,06/22/2006 12:00:00 AM,-113.987269037352,51.0759953894309,"(51.0759953894309, -113.987269037352)",1,,
ROYAL GANESHA,507 10 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN WEST END,RENEWAL INVOICED,05/27/2013 12:00:00 AM,-114.086252684724,51.0487211730521,"(51.0487211730521, -114.086252684724)",1,,
ORIGINAL JOE'S RESTAURANT & BAR,#4136 15 SUNPARK PZ SE,FOOD SERVICE - PREMISES (SEATING),SUNDANCE,RENEWAL LICENSED,01/04/2012 12:00:00 AM,-114.058742994314,50.9053518822417,"(50.9053518822417, -114.058742994314)",1,,
TIM HORTONS - C #6697,2000 AIRPORT RD NE,FOOD SERVICE - PREMISES (SEATING),CALGARY INTERNATIONAL AIRPORT,PENDING RENEWAL,09/13/2006 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
PIZZA HUT #4757,#Q 4710 17 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST LAWN,RENEWAL LICENSED,06/06/2008 12:00:00 AM,-113.967657068903,51.0382053964549,"(51.0382053964549, -113.967657068903)",1,,
TOKACHI JAPANESE RESTAURANT,#101 328 CENTRE ST SE,FOOD SERVICE - PREMISES (SEATING),CHINATOWN,RENEWAL LICENSED,04/18/2016 12:00:00 AM,-114.06173560558,51.0495683812247,"(51.0495683812247, -114.06173560558)",1,,
GALLERY CAFE,#102 602 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL INVOICED,06/30/2015 12:00:00 AM,-114.074714782802,51.0429761095432,"(51.0429761095432, -114.074714782802)",1,,
MUCHO BURRITO DEERFOOT CITY,#119 951 64 AV NE,FOOD SERVICE - PREMISES (SEATING),DEERFOOT BUSINESS CENTRE,LICENSED,02/17/2017 12:00:00 AM,-114.042049307468,51.1101456235185,"(51.1101456235185, -114.042049307468)",1,,
GURU INDIA RESTAURANT,30 MILLRISE BV SW,FOOD SERVICE - PREMISES (SEATING),MILLRISE,LICENSED,10/12/2016 12:00:00 AM,-114.075901007333,50.9206879398234,"(50.9206879398234, -114.075901007333)",1,,
ZAIKA BIRYANI HOUSE,#15 3220 5 AV NE,FOOD SERVICE - PREMISES (SEATING),FRANKLIN,PENDING RENEWAL,11/23/2010 12:00:00 AM,-113.987525794283,51.0575558575589,"(51.0575558575589, -113.987525794283)",1,,
SUBWAY,#120 396 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,PENDING RENEWAL,08/06/2015 12:00:00 AM,-114.071092904253,51.0428869170353,"(51.0428869170353, -114.071092904253)",1,,
TIFFIN CURRY & ROTI HOUSE,188 28 ST SE,FOOD SERVICE - PREMISES (SEATING),FRANKLIN,PENDING RENEWAL,09/25/2012 12:00:00 AM,-113.992845498992,51.0509540613431,"(51.0509540613431, -113.992845498992)",1,,
CLOUD 9 SHEESHA LOUNGE & BAR,4816 MACLEOD TR SW,FOOD SERVICE - PREMISES (SEATING),MANCHESTER,RENEWAL LICENSED,11/18/2014 12:00:00 AM,-114.066849848354,51.0098832015469,"(51.0098832015469, -114.066849848354)",1,,
SUBWAY RESTAURANT,#129 216 SADDLETOWNE CI NE,FOOD SERVICE - PREMISES (SEATING),SADDLE RIDGE,RENEWAL LICENSED,07/27/2007 12:00:00 AM,-113.947853286735,51.124555834965,"(51.124555834965, -113.947853286735)",1,,
TASTE OF THAILAND,1256 12 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,RENEWAL LICENSED,09/29/2014 12:00:00 AM,-114.090885347285,51.0424827606339,"(51.0424827606339, -114.090885347285)",1,,
LUXOR EMPORIUM & CAFE,937 7 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,06/02/2003 12:00:00 AM,-114.083053871358,51.0467399705385,"(51.0467399705385, -114.083053871358)",1,,
NEWCASTLE PUB,2701 17 AV SW,FOOD SERVICE - PREMISES (SEATING),KILLARNEY/GLENGARRY,RENEWAL LICENSED,07/23/2012 12:00:00 AM,-114.124157173142,51.0376503564682,"(51.0376503564682, -114.124157173142)",1,,
PEKING PEKING,#232 8338 18 ST SE,FOOD SERVICE - PREMISES (SEATING),RIVERBEND,RENEWAL INVOICED,07/11/1995 12:00:00 AM,-114.013246380888,50.9780931756391,"(50.9780931756391, -114.013246380888)",1,,
JUGO JUICE,55 CROWFOOT TC NW,FOOD SERVICE - PREMISES (SEATING),ARBOUR LAKE,RENEWAL LICENSED,06/26/2015 12:00:00 AM,-114.200542925258,51.126978693416,"(51.126978693416, -114.200542925258)",1,,
MILL STREET BREWPUB,219 17 AV SW,FOOD SERVICE - PREMISES (SEATING),MISSION,PENDING RENEWAL,08/10/2016 12:00:00 AM,-114.067273704594,51.0375645813782,"(51.0375645813782, -114.067273704594)",1,,
STARBUCKS COFFEE #4250,#195 5005 DALHOUSIE DR NW,FOOD SERVICE - PREMISES (SEATING),DALHOUSIE,PENDING RENEWAL,10/09/1996 12:00:00 AM,-114.161283164422,51.1058753817979,"(51.1058753817979, -114.161283164422)",1,,
SATE SUB,920 7 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,07/18/2007 12:00:00 AM,-114.082853661024,51.0473285858474,"(51.0473285858474, -114.082853661024)",1,,
TIM HORTON'S,#117 205 5 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,06/04/2015 12:00:00 AM,-114.065942038004,51.0481764615304,"(51.0481764615304, -114.065942038004)",1,,
FITNESS REFINERY & QUICK TAN STUDIOS,#209 18 ARBOUR LAKE WY NW,FOOD SERVICE - PREMISES (SEATING),ARBOUR LAKE,PENDING RENEWAL,08/01/2012 12:00:00 AM,-114.185236176883,51.1378808585138,"(51.1378808585138, -114.185236176883)",1,,
BANANA LEAF TROPICAL CUISINE,3330 32 ST NE,FOOD SERVICE - PREMISES (SEATING),HORIZON,RENEWAL LICENSED,07/08/2013 12:00:00 AM,-113.987724279957,51.0823483288814,"(51.0823483288814, -113.987724279957)",1,,
SALSA RESTAURANT & BAR,3503 17 AV SE,FOOD SERVICE - PREMISES (SEATING),SOUTHVIEW,EXPIRED,06/25/2014 12:00:00 AM,-113.984219217629,51.0374047815539,"(51.0374047815539, -113.984219217629)",1,,
SPICES EAST INDIAN TAKE OUT,#506 19369 SHERIFF KING ST SW,FOOD SERVICE - PREMISES (SEATING),SILVERADO,PENDING RENEWAL,09/22/2016 12:00:00 AM,-114.07131695366,50.8793157440654,"(50.8793157440654, -114.07131695366)",1,,
BOLSA RESTAURANT VIETNAMESE CUISINE,#55 180 94 AV SE,FOOD SERVICE - PREMISES (SEATING),ACADIA,RENEWAL INVOICED,07/28/2009 12:00:00 AM,-114.069515861377,50.9695490767756,"(50.9695490767756, -114.069515861377)",1,,
AKSA WIENER SCHNITZEL HAUS,#1 4703 BOWNESS RD NW,FOOD SERVICE - PREMISES (SEATING),MONTGOMERY,PENDING RENEWAL,08/27/2004 12:00:00 AM,-114.161247474071,51.0726987818551,"(51.0726987818551, -114.161247474071)",1,,
TIM HORTONS STORE 3548,3580 20 AV NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,RENEWAL LICENSED,08/12/2009 12:00:00 AM,-113.984350003635,51.0718880943799,"(51.0718880943799, -113.984350003635)",1,,
BELVEDERE THE,107 8 AV SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,10/28/1998 12:00:00 AM,-114.063516112176,51.0452867910839,"(51.0452867910839, -114.063516112176)",1,,
KARIBU GRILL & LOUNGE,#324 5320 8 AV SE,FOOD SERVICE - PREMISES (SEATING),PENBROOKE MEADOWS,RENEWAL LICENSED,05/03/2016 12:00:00 AM,-113.956733567258,51.0457174978763,"(51.0457174978763, -113.956733567258)",1,,
SYMONS VALLEY RANCH,14555 SYMONS VALLEY RD NW,FOOD SERVICE - PREMISES (SEATING),RESIDUAL WARD 2 - SUB AREA 02K,RENEWAL LICENSED,07/06/2016 12:00:00 AM,-114.136883678763,51.1839758698412,"(51.1839758698412, -114.136883678763)",1,,
MR SUBMARINE,#605 3545 32 AV NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,EXPIRED,06/20/1997 12:00:00 AM,-113.985063243761,51.0810457747355,"(51.0810457747355, -113.985063243761)",1,,
BOW VALLEY LODGE,1020 BOW VALLEY DR NE,FOOD SERVICE - PREMISES (SEATING),BRIDGELAND/RIVERSIDE,PENDING RENEWAL,05/05/2003 12:00:00 AM,-114.038634607377,51.0498918704904,"(51.0498918704904, -114.038634607377)",1,,
SUNTERRA VILLAGE MARCHE,450 1 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,PENDING RENEWAL,10/08/2002 12:00:00 AM,-114.064555601763,51.0489064768691,"(51.0489064768691, -114.064555601763)",1,,
THE BRO-KIN YOLK,#130 12580 SYMONS VALLEY RD NW,FOOD SERVICE - PREMISES (SEATING),EVANSTON,RENEWAL LICENSED,08/05/2015 12:00:00 AM,-114.129456544969,51.1667136239247,"(51.1667136239247, -114.129456544969)",1,,
PAOLO'S DINE-IN,8316 FAIRMOUNT DR SE,FOOD SERVICE - PREMISES (SEATING),ACADIA,LICENSED,05/24/2016 12:00:00 AM,-114.05941250829,50.9787491799843,"(50.9787491799843, -114.05941250829)",1,,
SAIGON MAXIM,#308 8338 18 ST SE,FOOD SERVICE - PREMISES (SEATING),RIVERBEND,RENEWAL INVOICED,08/23/2013 12:00:00 AM,-114.013607072116,50.9771734801599,"(50.9771734801599, -114.013607072116)",1,,
ROYAL CANADIAN LEGION #286,#5 1107 33 ST NE,FOOD SERVICE - PREMISES (SEATING),FRANKLIN,PENDING RENEWAL,08/16/2013 12:00:00 AM,-113.987605755293,51.0611800278279,"(51.0611800278279, -113.987605755293)",1,,
MCKENZIE TOWNE,20 PROMENADE PA SE,FOOD SERVICE - PREMISES (SEATING),MCKENZIE TOWNE,RENEWAL INVOICED,05/14/2013 12:00:00 AM,-113.960514844272,50.9137261442274,"(50.9137261442274, -113.960514844272)",1,,
PHO 88,3713 17 AV SE,FOOD SERVICE - PREMISES (SEATING),FOREST LAWN,RENEWAL INVOICED,08/26/2011 12:00:00 AM,-113.9807506784,51.0374596673367,"(51.0374596673367, -113.9807506784)",1,,
FAR EAST FOOD,2830 17 AV SE,FOOD SERVICE - PREMISES (SEATING),ALBERT PARK/RADISSON HEIGHTS,RENEWAL INVOICED,07/23/2010 12:00:00 AM,-113.99355983141,51.0380337523578,"(51.0380337523578, -113.99355983141)",1,,
RICKY'S ALL DAY GRILL,#207 4307 130 AV SE,FOOD SERVICE - PREMISES (SEATING),MCKENZIE TOWNE,RENEWAL INVOICED,07/17/2007 12:00:00 AM,-113.970490990922,50.9306821592039,"(50.9306821592039, -113.970490990922)",1,,
DAVIDSTEA,#620 26 MCKENZIE TOWNE GA SE,FOOD SERVICE - PREMISES (SEATING),MCKENZIE TOWNE,PENDING RENEWAL,07/18/2014 12:00:00 AM,-113.961858902699,50.9156714851572,"(50.9156714851572, -113.961858902699)",1,,
PHO XUAN RESTAURANT,#128 920 36 ST NE,FOOD SERVICE - PREMISES (SEATING),MARLBOROUGH,RENEWAL INVOICED,06/19/2000 12:00:00 AM,-113.980814729849,51.0615942039576,"(51.0615942039576, -113.980814729849)",1,,
BLIND BEGGAR PUB,4608 MACLEOD TR SW,FOOD SERVICE - PREMISES (SEATING),MANCHESTER,PENDING RENEWAL,10/02/2015 12:00:00 AM,-114.065533365321,51.0123256119115,"(51.0123256119115, -114.065533365321)",1,,
SPRING VIETNAMESE CUISINE,#315 11566 24 ST SE,FOOD SERVICE - PREMISES (SEATING),SHEPARD INDUSTRIAL,RENEWAL LICENSED,07/17/2015 12:00:00 AM,-114.002322426945,50.9506184837397,"(50.9506184837397, -114.002322426945)",1,,
DELIGHFUL DONUTS & CAFE,1201 9 AV SE,FOOD SERVICE - PREMISES (SEATING),INGLEWOOD,RENEWAL LICENSED,11/10/2000 12:00:00 AM,-114.036448735299,51.0417737247034,"(51.0417737247034, -114.036448735299)",1,,
CHELSEA'S PUB & GRILL,#6 200 52 ST NE,FOOD SERVICE - PREMISES (SEATING),MARLBOROUGH PARK,RENEWAL INVOICED,08/19/2005 12:00:00 AM,-113.954982081112,51.0548772538091,"(51.0548772538091, -113.954982081112)",1,,
GOOD EARTH CAFE,602 1 ST SW,FOOD SERVICE - PREMISES (SEATING),DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,02/01/2012 12:00:00 AM,-114.06479200087,51.0472311046565,"(51.0472311046565, -114.06479200087)",1,,
BIG ROCK GRILL,5555 76 AV SE,FOOD SERVICE - PREMISES (SEATING),GREAT PLAINS,PENDING RENEWAL,07/23/2015 12:00:00 AM,-113.955875918294,50.9846674547978,"(50.9846674547978, -113.955875918294)",1,,
ETHIO AFRIK,#102 3517 17 AV SE,FOOD SERVICE - PREMISES (SEATING),SOUTHVIEW,RENEWAL LICENSED,01/20/2014 12:00:00 AM,-113.983330237193,51.0373605580475,"(51.0373605580475, -113.983330237193)",1,,
TIM HORTONS #646,#100 444 58 AV SE,FOOD SERVICE - PREMISES (SEATING),MANCHESTER INDUSTRIAL,RENEWAL LICENSED,10/02/2014 12:00:00 AM,-114.054770313959,51.0018580895976,"(51.0018580895976, -114.054770313959)",1,,
OLIVE CHICKEN,2807 17 AV SW,FOOD SERVICE - PREMISES (SEATING),KILLARNEY/GLENGARRY,RENEWAL LICENSED,01/23/2014 12:00:00 AM,-114.127642526244,51.0375401273287,"(51.0375401273287, -114.127642526244)",1,,
CREPE CAFE (THE),#932 999 36 ST NE,FOOD SERVICE - PREMISES (SEATING),FRANKLIN,RENEWAL LICENSED,05/31/2010 12:00:00 AM,-113.984759000238,51.0616238835494,"(51.0616238835494, -113.984759000238)",1,,
JUGO JUICE,#276 2525 36 ST NE,FOOD SERVICE - PREMISES (SEATING),SUNRIDGE,RENEWAL LICENSED,05/27/2011 12:00:00 AM,-113.985683366276,51.0741886674399,"(51.0741886674399, -113.985683366276)",1,,
OLIVE GARDEN (THE) #0024345,333 36 ST NE,FOOD SERVICE - PREMISES (SEATING),FRANKLIN,RENEWAL LICENSED,05/19/1995 12:00:00 AM,-113.982638285506,51.0529345701212,"(51.0529345701212, -113.982638285506)",1,,
FIDDLERS COURTYARD,723 EDMONTON TR NE,FOOD SERVICE - PREMISES (SEATING),CRESCENT HEIGHTS,EXPIRED,07/09/2012 12:00:00 AM,-114.054656583439,51.058567599428,"(51.058567599428, -114.054656583439)",1,,
JUSFRUIT,#10 110 2 AV SE,FOOD SERVICE - PREMISES (SEATING),CHINATOWN,RENEWAL LICENSED,04/30/2014 12:00:00 AM,-114.061909786772,51.0514807272712,"(51.0514807272712, -114.061909786772)",1,,
PHIL'S ON 11TH,1239 11 AV SW,FOOD SERVICE - PREMISES (SEATING),BELTLINE,PENDING RENEWAL,10/18/2016 12:00:00 AM,-114.09039345357,51.0428652985853,"(51.0428652985853, -114.09039345357)",1,,
INDUSTRIAL SANDWICH (THE),7005A 6 ST SE,FOOD SERVICE - PREMISES (SEATING),FAIRVIEW INDUSTRIAL,RENEWAL LICENSED,11/26/2007 12:00:00 AM,-114.049670851218,50.9921293865574,"(50.9921293865574, -114.049670851218)",1,,
SAMMY'S CHOP HOUSE,3153 34 AV SE,FOOD SERVICE - PREMISES (SEATING),DOVER,RENEWAL INVOICED,05/07/1999 12:00:00 AM,-113.990350004176,51.0224214266574,"(51.0224214266574, -113.990350004176)",1,,
KARMA INDIAN CUISINE,#309 4600 130 AV SE,FOOD SERVICE - PREMISES (SEATING),EAST SHEPARD INDUSTRIAL,PENDING RENEWAL,10/30/2006 12:00:00 AM,-113.969833338871,50.9330226939594,"(50.9330226939594, -113.969833338871)",1,,
LOT 102,102 10 ST NW,FOOD SERVICE - PREMISES (SEATING),SUNNYSIDE,RENEWAL INVOICED,06/12/2013 12:00:00 AM,-114.085488963383,51.0522180418474,"(51.0522180418474, -114.085488963383)",1,,
NINE,#750 1110 PANATELLA BV NW,FOOD SERVICE - PREMISES (SEATING),PANORAMA HILLS,PENDING RENEWAL,09/27/2010 12:00:00 AM,-114.089825242091,51.1669477657449,"(51.1669477657449, -114.089825242091)",1,,
GOLDEN RIVER RESTAURANT,#4 4501 26 AV SE,FOOD SERVICE - PREMISES (SEATING),DOVER,RENEWAL INVOICED,06/22/2010 12:00:00 AM,-113.969673999616,51.0301536449617,"(51.0301536449617, -113.969673999616)",1,,
DESSERT HOUSE (THE),#101 111 2 AV SE,FOOD SERVICE - PREMISES (SEATING),CHINATOWN,EXPIRED,04/29/2016 12:00:00 AM,-114.061905381476,51.0509226043798,"(51.0509226043798, -114.061905381476)",1,,
